Referência,Cor,TM,Qtdade,Valor,Total,Acrés.,Desc.,Líquido,Data
REST1018-LEGGING MALHA DE PÉ,19-0000-Raven TC,P,1.0,109.9,109.9,0.0,9.75,100.15,2026-03-02
REST1028-BATA BABADOS,19-1223-Downtown Brown,G,1.0,159.9,159.9,0.0,0.0,159.9,2026-03-02
REST1031.2-BERMUDA RETA (REST0173),15-1119-Drab Gray TC,M,1.0,179.9,179.9,0.0,70.29,109.61,2026-03-02
REST1049.2-CALÇA DE MALHA,12-1404-Pink Tint TC,GG,1.0,135.9,135.9,0.0,53.1,82.8,2026-03-02
REST1152-COLETE COM BOLSOS,17-1336-Bran TC,G,1.0,219.9,219.9,0.0,81.34,138.56,2026-03-02
REST1161.2-CALÇA DE ALFAIATARIA,17-1336-Bran TC,G,1.0,179.9,179.9,0.0,66.54,113.36,2026-03-02
REST1171-CALÇA FEMININA CINTURA ALTA BALOOM - CF203,DENIN-DENIN,40.0,1.0,149.9,149.9,0.0,0.0,149.9,2026-03-02
REST1187.2-CALÇA PIJAMA,18-0426-Capulet Olive TC,M,1.0,159.9,159.9,0.0,14.18,145.72,2026-03-02
REST1187.3-REGATA ASSIMETRICA,18-0426-Capulet Olive TC,P,1.0,119.9,119.9,0.0,10.64,109.26,2026-03-02
REST1195-REGATA COM DETALHE NA ALÇA,19-0000-Raven TC,P,1.0,119.9,119.9,0.0,85.17,34.73,2026-03-02
REST1286-VESTIDO MIDI C/ ALÇAS,11-0619-Flan,M,1.0,179.9,179.9,0.0,0.0,179.9,2026-03-02
REST1286-VESTIDO MIDI C/ ALÇAS,18-0426-Capulet Olive TC,M,1.0,179.9,179.9,0.0,0.0,179.9,2026-03-02
REST1307-VESTIDO AMPLO COM FRANZIDOS,19-1223-Downtown Brown,M,1.0,169.9,169.9,0.0,0.0,169.9,2026-03-02
REST1329.2-CALÇA ALADIN DE LISTRAS,19-3950-Deep Ultramarine TC,M,1.0,198.9,198.9,0.0,0.0,198.9,2026-03-02
REST1343.1-BLUSA ASSIMÉTRICA BICOLOR MC,12-1005-Novelle Peach TC,M,1.0,119.9,119.9,0.0,44.35,75.55,2026-03-02
REST1343.2-CALÇA WIDE LISA COS ELÁSTICO(REST1344),12-1005-Novelle Peach TC,M,1.0,149.9,149.9,0.0,55.45,94.45,2026-03-02
REST1442-CALÇA JEANS BALLOON,1-Padrão,36.0,1.0,199.9,199.9,0.0,0.0,199.9,2026-03-02
REST1494-VESTIDO DE ALÇA MIDI,ESTAMPADO-ESTAMPADO,M,1.0,159.9,159.9,0.0,0.0,159.9,2026-03-02
REST1499-CALÇA ALADIM,19-1235-Brunette TC,M,2.0,189.9,379.8,0.0,0.0,379.8,2026-03-02
REST1507-BLUSA DE RENDA MANGA CURTA,16-1210-Light Taupe TC,M,1.0,79.9,79.9,0.0,0.0,79.9,2026-03-02
REST1521.2-SHORT DE LINHO C/ PREGAS,13-0613-Light Chartreuse TC,P,1.0,129.9,129.9,0.0,0.0,129.9,2026-03-02
REST1523.1-BLUSA MANGA CURTA MALHA CANELADA,18-0430-Avocado TC,M,1.0,99.9,99.9,0.0,8.86,91.04,2026-03-02
REST1523.2-CALÇA RETA MALHA CANELADA,18-0430-Avocado TC,M,1.0,129.9,129.9,0.0,11.52,118.38,2026-03-02
REST1531-CALÇA DE ALFAIATARIA COM GORGURÃO LATERAL,15-1308-Doeskin TC,M,1.0,179.9,179.9,0.0,0.0,179.9,2026-03-02
REST1532-VESTIDO MANGA CURTA MALHA CANELADA,18-0430-Avocado TC,M,1.0,129.9,129.9,0.0,92.28,37.62,2026-03-02
REST1533-REGATA BICOLOR C/ ZIPER LATERAL,19-0000-Raven TC,M,1.0,129.9,129.9,0.0,0.0,129.9,2026-03-02
REST1536.1-REGATA COM DETALHES EM RENDA,14-3207-Pink Lavender TC,M,1.0,109.9,109.9,0.0,0.0,109.9,2026-03-02
REST1539-VESTIDO BICOLOR ALÇAS FINAS,19-4024-Dress Blues TC,M,2.0,199.9,399.8,0.0,66.07,333.73,2026-03-02
REST1542.1-REGATA XADREZ ALÇAS FINAS,18-0937-Bronze Brown TC,M,1.0,129.9,129.9,0.0,0.0,129.9,2026-03-02
REST1542.2-SAIA MIDI XADREZ,18-0937-Bronze Brown TC,M,1.0,199.9,199.9,0.0,0.0,199.9,2026-03-02
REST1544.2-SAIA MIDI CÓS ELÁSTICO,18-3922-Coronet Blue TC,PP,1.0,149.9,149.9,0.0,0.0,149.9,2026-03-02
REST1546-CALÇA COM ELÁSTICO NA BARRA,16-0928-Curry TC,M,1.0,179.9,179.9,0.0,0.0,179.9,2026-03-02
REST1554-TSHIRT ESTAMPADA MANGA CURTA,19-0000-Raven TC,G,1.0,109.9,109.9,0.0,0.0,109.9,2026-03-02
REST1558-BLUSA ALONGADA ASSIMÉTRICA,11-4300-Marshmallow TC,P,1.0,119.9,119.9,0.0,0.0,119.9,2026-03-02
REST1558-BLUSA ALONGADA ASSIMÉTRICA,11-4300-Marshmallow TC,M,1.0,119.9,119.9,0.0,0.0,119.9,2026-03-02
REST1558-BLUSA ALONGADA ASSIMÉTRICA,18-1148-Caramel Café,M,1.0,119.9,119.9,0.0,0.0,119.9,2026-03-02
REST1566-BLUSA POLO DE LISTRAS,19-2118-Winetasting TC,G,1.0,149.9,149.9,0.0,0.0,149.9,2026-03-02
"REST1675-BRACELETE METAL 3010585 R$ 69,90",1-Padrão,Padrão,1.0,69.9,69.9,0.0,0.0,69.9,2026-03-02
REST3003-CINTO METAL ELOS 202390,5-NÍQUEL,Padrão,1.0,49.9,49.9,0.0,0.0,49.9,2026-03-02
REST0086-SAIA MIDI C/ GUIPIR,19-0000-Raven TC,P,1.0,149.9,149.9,0.0,0.0,149.9,2026-03-03
REST0119-CAMISA TRICOLINE MANGA CURTA,13-1520-Rose Quartz,P,1.0,99.9,99.9,0.0,49.95,49.95,2026-03-03
REST0676.1-CAMISA MANGA CURTA LISTRAS,19-4037-Bright Cobalt TC,M,1.0,119.9,119.9,0.0,36.47,83.43,2026-03-03
REST0676.5-SAIA BALONÊ,19-4037-Bright Cobalt TC,M,1.0,129.9,129.9,0.0,39.51,90.39,2026-03-03
REST0751-VESTIDO MULLET RECONDUÇAO REST0711,19-0000-Raven TC,P,1.0,129.9,129.9,0.0,39.51,90.39,2026-03-03
REST0822.2-CALÇA COM BOLSO,18-1425-Mahogany TC,G,1.0,139.9,139.9,0.0,12.61,127.29,2026-03-03
REST0879.1-CAMISA COM BOLSOS,13-0907-Sandshell TC,GG,1.0,179.9,179.9,0.0,89.95,89.95,2026-03-03
REST0900-BLUSA COM BABADOS,13-0907-Sandshell TC,GG,1.0,169.9,169.9,0.0,84.95,84.95,2026-03-03
REST0926-CALÇA COM FIVELA,19-0000-Raven TC,P,1.0,199.9,199.9,0.0,60.8,139.1,2026-03-03
REST0932.2-CALÇA PIJAMA COM ELASTICO,19-0000-Raven TC,G,1.0,165.9,165.9,0.0,26.19,139.71,2026-03-03
REST0938-VESTIDO LONGO COM BABADO ESTAMPADO RECON.REST0872,19-1650-Biking Red TC,G,1.0,259.9,259.9,0.0,129.95,129.95,2026-03-03
REST0946-BLUSA OMBRO A OMBRO CANELADA,12-0304-Whitecap Gray TC,M,1.0,119.9,119.9,0.0,36.47,83.43,2026-03-03
REST1024.2-CALÇA WIDE COM BOLSO FACA,19-0000-Raven TC,M,1.0,179.9,179.9,0.0,0.0,179.9,2026-03-03
REST1058.1-BLUSA C/ ZÍPER,11-0602-Snow White TC,GG,1.0,155.9,155.9,0.0,77.95,77.95,2026-03-03
REST1063.1-BLUSA MANGA LONGA C/ CINTO,14-1212-Ecru Drab TC,M,1.0,139.9,139.9,0.0,42.55,97.35,2026-03-03
REST1077.1-BLAZER COM BOLSO,13-0922-Straw TC,P,1.0,269.9,269.9,0.0,58.79,211.11,2026-03-03
REST1080.1-BLUSA ASSIMETRICA,11-0602-Snow White TC,M,1.0,109.9,109.9,0.0,0.0,109.9,2026-03-03
REST1080.1-BLUSA ASSIMETRICA,11-0602-Snow White TC,G,1.0,109.9,109.9,0.0,0.0,109.9,2026-03-03
REST1080.2-SAIA RETA ESTAMPADA,11-0602-Snow White TC,G,1.0,119.9,119.9,0.0,0.0,119.9,2026-03-03
REST1080.2-SAIA RETA ESTAMPADA,19-0000-Raven TC,M,1.0,119.9,119.9,0.0,59.95,59.95,2026-03-03
REST1160-VESTIDO FLÚIDO,19-0000-Raven TC,P,1.0,199.9,199.9,0.0,0.16,199.74,2026-03-03
REST1161.1-TOP COM PREGAS,11-4300-Marshmallow TC,M,1.0,139.9,139.9,0.0,0.0,139.9,2026-03-03
REST1164-BLUSA COM VISTA TRANSPASSADA,11-0602-Snow White TC,P,1.0,129.9,129.9,0.0,0.11,129.79,2026-03-03
REST1165.2-CALÇA COM PREGAS,18-1444-Red Earth TC,P,1.0,179.9,179.9,0.0,0.0,179.9,2026-03-03
REST1171-CALÇA FEMININA CINTURA ALTA BALOOM - CF203,DENIN-DENIN,40.0,1.0,149.9,149.9,0.0,0.12,149.78,2026-03-03
REST1175-CALÇA FEMININA CINTURA ALTA TRANSPASSADA - CF244,DENIN-DENIN,38.0,1.0,169.9,169.9,0.0,0.14,169.76,2026-03-03
REST1187.1-BLUSA OMBRO SÓ,18-1444-Red Earth TC,M,1.0,149.9,149.9,0.0,0.0,149.9,2026-03-03
REST1205-VESTIDO SLIIPDRESS,18-3949-Dazzling Blue TC,P,1.0,199.9,199.9,0.0,0.16,199.74,2026-03-03
REST1241.1-REGATA COM FORRO,19-1419-Chicarry Coffe,G,1.0,99.9,99.9,0.0,0.0,99.9,2026-03-03
REST1241.2-CALÇA ALFAIATARIA CREPONADA,19-1419-Chicarry Coffe,M,1.0,239.9,239.9,0.0,0.0,239.9,2026-03-03
REST1249.1-REGATA COM SOBREPOSIÇAO DE ALFAIATARIA,11-0602-Snow White TC,P,1.0,129.9,129.9,0.0,0.11,129.79,2026-03-03
REST1249.3-COLETE TRANSPASSADO DE ALFAIATARIA,11-0602-Snow White TC,P,1.0,179.9,179.9,0.0,0.15,179.75,2026-03-03
REST1253.1-BLUSA UM OMBRO SÓ,19-3923-Navy Blazer,P,1.0,109.9,109.9,0.0,0.0,109.9,2026-03-03
REST1258.1-TOP DE ALÇAS C/ BOTÕES,18-1662-Flame Scarlet TC,G,1.0,139.9,139.9,0.0,0.0,139.9,2026-03-03
REST1258.2-SHORT DE LINHO C/ PREGA,18-1662-Flame Scarlet TC,P,1.0,149.9,149.9,0.0,0.0,149.9,2026-03-03
REST1289-TOP COM PREGA DE LAISE,12-0000-White Swan TC,M,1.0,159.9,159.9,0.0,0.0,159.9,2026-03-03
REST1292.2-CALÇA DE LAISE RETA,12-0000-White Swan TC,M,1.0,229.9,229.9,0.0,0.0,229.9,2026-03-03
REST1300.2-CALÇA RETA POÁ,19-0000-Raven TC,M,1.0,169.9,169.9,0.0,0.0,169.9,2026-03-03
REST1321-CAMISA LISA TRICOLINE,16-3929-Grapemist TC,M,1.0,179.0,179.0,0.0,0.15,178.85,2026-03-03
REST1442-CALÇA JEANS BALLOON,1-Padrão,42.0,1.0,199.9,199.9,0.0,0.0,199.9,2026-03-03
REST1495.1-BLUSA COM DETALHEM EM FRANZIDO LATERAL,19-0000-Raven TC,G,1.0,79.9,79.9,0.0,1.84,78.06,2026-03-03
REST1495.2-CALÇA WIDE COM CÓS DE ELÁSTICO,19-0000-Raven TC,M,1.0,129.9,129.9,0.0,2.99,126.91,2026-03-03
REST1498-REGATA COM RENDA,19-1419-Chicarry Coffe,M,1.0,119.9,119.9,0.0,0.0,119.9,2026-03-03
REST1504-VESTIDO LONGO COM DETALHE EM RECORTES,19-0000-Raven TC,G,1.0,229.9,229.9,0.0,0.0,229.9,2026-03-03
REST1506-BLUSA DE RENDA MANGA LONGA,16-1210-Light Taupe TC,M,1.0,99.9,99.9,0.0,0.0,99.9,2026-03-03
REST1507-BLUSA DE RENDA MANGA CURTA,16-1210-Light Taupe TC,P,1.0,79.9,79.9,0.0,0.07,79.83,2026-03-03
REST1507-BLUSA DE RENDA MANGA CURTA,19-0000-Raven TC,P,1.0,79.9,79.9,0.0,0.07,79.83,2026-03-03
REST1507-BLUSA DE RENDA MANGA CURTA,19-0000-Raven TC,M,1.0,79.9,79.9,0.0,0.0,79.9,2026-03-03
REST1512.1-BLUSA MANGA CURTA COM DECOTE V,17-5912-Dark Ivy TC,G,1.0,139.9,139.9,0.0,3.22,136.68,2026-03-03
REST1512.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO,17-5912-Dark Ivy TC,M,1.0,139.9,139.9,0.0,3.22,136.68,2026-03-03
REST1523.1-BLUSA MANGA CURTA MALHA CANELADA,16-1414-Chanterelle TC,M,1.0,99.9,99.9,0.0,0.0,99.9,2026-03-03
REST1526-BLUSA C/ FRANZIDOS NO OMBRO,13-1420-Verde,P,1.0,109.9,109.9,0.0,0.0,109.9,2026-03-03
REST1528.2-CALÇA C/ CÓS DE ELASTICO,18-1015-Shitake TC,P,1.0,149.9,149.9,0.0,0.0,149.9,2026-03-03
REST1536.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO,15-3919-SERENITY,P,1.0,139.9,139.9,0.0,0.0,139.9,2026-03-03
REST1537-VESTIDO MANGA CURTA C/ FRANZIDOS,19-0000-Raven TC,P,1.0,199.9,199.9,0.0,0.0,199.9,2026-03-03
REST1541-VESTIDO MIDI CACHECOUER,17-5912-Dark Ivy TC,GG,1.0,169.9,169.9,0.0,0.0,169.9,2026-03-03
REST1542.2-SAIA MIDI XADREZ,18-0937-Bronze Brown TC,G,1.0,199.9,199.9,0.0,0.0,199.9,2026-03-03
REST1544.1-COLETE AMARRAÇÃO COSTAS,18-3922-Coronet Blue TC,M,1.0,149.9,149.9,0.0,0.0,149.9,2026-03-03
REST1544.2-SAIA MIDI CÓS ELÁSTICO,18-3922-Coronet Blue TC,M,1.0,149.9,149.9,0.0,0.0,149.9,2026-03-03
REST1546-CALÇA COM ELÁSTICO NA BARRA,19-3815-AZUL (Evening Blue),P,1.0,179.9,179.9,0.0,0.0,179.9,2026-03-03
REST1550.2-CALÇA RETA COM BOLSO FACA,19-1320-Sable TC,G,1.0,198.9,198.9,0.0,0.0,198.9,2026-03-03
REST1552.1-BLUSA DECOTE DEGAGE COM AMARRAÇÃO,19-3928-Blue Indigo TC,M,1.0,126.9,126.9,0.0,0.0,126.9,2026-03-03
REST1552.2-CALÇA RETA CÓS ELÁSTICO E AMARRAÇÃO,19-3928-Blue Indigo TC,M,1.0,169.9,169.9,0.0,0.0,169.9,2026-03-03
REST1558-BLUSA ALONGADA ASSIMÉTRICA,11-4300-Marshmallow TC,P,1.0,119.9,119.9,0.0,0.1,119.8,2026-03-03
REST1558-BLUSA ALONGADA ASSIMÉTRICA,18-1148-Caramel Café,P,2.0,119.9,239.8,0.0,0.1,239.7,2026-03-03
REST1558-BLUSA ALONGADA ASSIMÉTRICA,18-1148-Caramel Café,G,1.0,119.9,119.9,0.0,0.0,119.9,2026-03-03
REST1564.1-TOP TOMARA-QUE-CAIA,19-2430-Purple Potion TC,M,1.0,119.9,119.9,0.0,0.0,119.9,2026-03-03
REST1564.2-CALÇA BÁSICA ALFAIATARIA,19-2430-Purple Potion TC,P,1.0,149.9,149.9,0.0,0.0,149.9,2026-03-03
"REST1656-BRINCO METAL C RESINA 1062509 R$ 69,90",1-Padrão,Padrão,2.0,69.9,139.8,0.0,0.11,139.69,2026-03-03
"REST1678-BRACELETE METAL 3011154 R$ 69,90",1-Padrão,Padrão,1.0,69.9,69.9,0.0,0.0,69.9,2026-03-03
"REST1689-BRACELETE METAL C RESINA 3011289 R$ 69,90",1-Padrão,Padrão,2.0,69.9,139.8,0.0,0.06,139.74,2026-03-03
REST3003-CINTO METAL ELOS 202390,4-DOURADO,Padrão,2.0,49.9,99.8,0.0,0.0,99.8,2026-03-03
RIT2834-REGATA RECONDUÇÃO REST0043,11-0601-Bright White TC,M,1.0,29.9,29.9,0.0,9.09,20.81,2026-03-03
RIT2940.2-SAIA MIDI EVASÊ RECONDUÇÃO REST0662.2,15-2217-Aurora Pink TC,M,1.0,79.9,79.9,0.0,7.99,71.91,2026-03-03
REST0209.2-CALÇA CARGO (REST0210),12-0000-White Swan TC,P,1.0,159.9,159.9,0.0,17.77,142.13,2026-03-04
REST0921.2-CALÇA COM CÓS DE ELASTICO,19-0000-Raven TC,M,1.0,119.9,119.9,0.0,9.72,110.18,2026-03-04
REST0977.1-SAIA MID COM CINTO DE CORRENTE,19-1317-Bitter Chocolate TC,G,1.0,209.9,209.9,0.0,102.08,107.82,2026-03-04
REST1077.1-BLAZER COM BOLSO,19-0000-Raven TC,M,1.0,269.9,269.9,0.0,134.95,134.95,2026-03-04
REST1114.1-BLUSA ALONGADA,17-1221-MARROM (Macchiato TCX),P,1.0,119.9,119.9,0.0,3.97,115.93,2026-03-04
REST1114.2-CALÇA RETA C/ CÓS DE ELÁSTICO,17-1221-MARROM (Macchiato TCX),PP,1.0,139.9,139.9,0.0,4.63,135.27,2026-03-04
REST1165.1-CAMISA COM DETALHE DE BOTÕES,18-3949-Dazzling Blue TC,M,1.0,199.9,199.9,0.0,0.0,199.9,2026-03-04
REST1165.2-CALÇA COM PREGAS,18-3949-Dazzling Blue TC,P,1.0,179.9,179.9,0.0,0.0,179.9,2026-03-04
REST1170-CALÇA FEMININA CINTURA ALTA SLOUCHY - CF201,DENIN-DENIN,38.0,1.0,159.9,159.9,0.0,0.0,159.9,2026-03-04
REST1174-BERMUDÃO CINTURA ALTA CLARO - CF242,DENIN-DENIN,38.0,1.0,139.9,139.9,0.0,0.0,139.9,2026-03-04
REST1175-CALÇA FEMININA CINTURA ALTA TRANSPASSADA - CF244,DENIN-DENIN,38.0,1.0,169.9,169.9,0.0,0.0,169.9,2026-03-04
REST1197-VESTIDO CURTO COM MARIAS,19-0000-Raven TC,PP,1.0,179.9,179.9,0.0,0.0,179.9,2026-03-04
REST1199.1-BLAZER ALONGADO LISO,17-0535-Green Olive TC,PP,1.0,219.9,219.9,0.0,24.44,195.46,2026-03-04
REST1199.2-CALÇA RETA COM CÓS ELÁSTICO,15-1316-Maple Sugar TC,PP,1.0,159.9,159.9,0.0,5.29,154.61,2026-03-04
REST1209.1-COLETE COM DETALHE EM RECORTES E AMARRAÇÃO,12-0712-Vanilla TC,PP,1.0,169.9,169.9,0.0,5.62,164.28,2026-03-04
REST1209.2-CALÇA COM PASSANTES DUPLOS E CÓS DE ELÁSTICO,12-0712-Vanilla TC,PP,1.0,219.9,219.9,0.0,7.28,212.62,2026-03-04
REST1222.2-CALÇA COM CÓS DE ELÁSTICO,19-3924-Night Sky,G,1.0,199.9,199.9,0.0,16.21,183.69,2026-03-04
REST1241.2-CALÇA ALFAIATARIA CREPONADA,13-0907-Sandshell TC,PP,1.0,239.9,239.9,0.0,7.94,231.96,2026-03-04
REST1264-VESTIDO OMBRO SÓ COM ESTAMPA,13-1011-Ivory Cream TC,PP,1.0,329.9,329.9,0.0,0.0,329.9,2026-03-04
REST1307-VESTIDO AMPLO COM FRANZIDOS,18-0117-Vineyard Green TC,P,1.0,169.9,169.9,0.0,0.0,169.9,2026-03-04
REST1327.1-BLUSA LISTRADA COM AMARRAÇÃO,12-1310-Blushing Bride TC,P,1.0,169.9,169.9,0.0,5.62,164.28,2026-03-04
REST1327.2-CALÇA LISTRADA CÓS DE ELÁSTICO,17-4139-Azure Blue TC,PP,1.0,179.9,179.9,0.0,5.95,173.95,2026-03-04
REST1329.2-CALÇA ALADIN DE LISTRAS,15-2215-Begonia Pink TC,PP,1.0,198.9,198.9,0.0,6.58,192.32,2026-03-04
REST1329.2-CALÇA ALADIN DE LISTRAS,19-3950-Deep Ultramarine TC,PP,1.0,198.9,198.9,0.0,6.58,192.32,2026-03-04
"REST1414-CHOKER BANDANA C METAL - 2032300 59,9",1-Padrão,Padrão,1.0,59.9,59.9,0.0,0.0,59.9,2026-03-04
REST1442-CALÇA JEANS BALLOON,1-Padrão,38.0,1.0,199.9,199.9,0.0,0.0,199.9,2026-03-04
REST1443-CALÇA RETA CF207,1-Padrão,38.0,1.0,199.9,199.9,0.0,0.0,199.9,2026-03-04
REST1443-CALÇA RETA CF207,1-Padrão,42.0,1.0,199.9,199.9,0.0,26.67,173.23,2026-03-04
REST1493-BLUSA BÁSICA ML,ESTAMPADO-ESTAMPADO,GG,1.0,79.9,79.9,0.0,0.0,79.9,2026-03-04
REST1495.1-BLUSA COM DETALHEM EM FRANZIDO LATERAL,19-0000-Raven TC,PP,1.0,79.9,79.9,0.0,2.64,77.26,2026-03-04
REST1496-CALÇA ALADIM,19-0000-Raven TC,P,1.0,169.9,169.9,0.0,0.0,169.9,2026-03-04
REST1504-VESTIDO LONGO COM DETALHE EM RECORTES,19-0000-Raven TC,M,1.0,229.9,229.9,0.0,7.61,222.29,2026-03-04
REST1507-BLUSA DE RENDA MANGA CURTA,16-1210-Light Taupe TC,PP,1.0,79.9,79.9,0.0,2.64,77.26,2026-03-04
REST1507-BLUSA DE RENDA MANGA CURTA,16-1210-Light Taupe TC,P,1.0,79.9,79.9,0.0,0.0,79.9,2026-03-04
REST1509.1-REGATA JUSTA PONTA ASSIMETRICA RENDA,13-0715-Sea Mist TC,PP,1.0,79.9,79.9,0.0,2.64,77.26,2026-03-04
REST1509.1-REGATA JUSTA PONTA ASSIMETRICA RENDA,19-0000-Raven TC,P,1.0,79.9,79.9,0.0,2.64,77.26,2026-03-04
REST1509.1-REGATA JUSTA PONTA ASSIMETRICA RENDA,19-1220-Cappuccino TC,G,1.0,79.9,79.9,0.0,0.0,79.9,2026-03-04
REST1509.2-SAIA MIDI RENDA,13-0715-Sea Mist TC,PP,1.0,169.9,169.9,0.0,5.62,164.28,2026-03-04
REST1509.2-SAIA MIDI RENDA,19-0000-Raven TC,PP,1.0,169.9,169.9,0.0,5.62,164.28,2026-03-04
REST1509.2-SAIA MIDI RENDA,19-1220-Cappuccino TC,M,1.0,169.9,169.9,0.0,0.0,169.9,2026-03-04
REST1526-BLUSA C/ FRANZIDOS NO OMBRO,19-0000-Raven TC,M,2.0,109.9,219.8,0.0,8.91,210.89,2026-03-04
REST1528.2-CALÇA C/ CÓS DE ELASTICO,18-1015-Shitake TC,PP,1.0,149.9,149.9,0.0,4.96,144.94,2026-03-04
REST1531-CALÇA DE ALFAIATARIA COM GORGURÃO LATERAL,15-1308-Doeskin TC,PP,1.0,179.9,179.9,0.0,5.95,173.95,2026-03-04
REST1533-REGATA BICOLOR C/ ZIPER LATERAL,19-0000-Raven TC,M,1.0,129.9,129.9,0.0,10.53,119.37,2026-03-04
REST1537-VESTIDO MANGA CURTA C/ FRANZIDOS,19-0000-Raven TC,G,1.0,199.9,199.9,0.0,0.0,199.9,2026-03-04
REST1541-VESTIDO MIDI CACHECOUER,17-5912-Dark Ivy TC,G,1.0,169.9,169.9,0.0,0.0,169.9,2026-03-04
REST1550.1-CAMISA MANGA CURTA LISA,19-1320-Sable TC,PP,1.0,159.9,159.9,0.0,5.29,154.61,2026-03-04
REST1550.2-CALÇA RETA COM BOLSO FACA,19-1320-Sable TC,PP,1.0,198.9,198.9,0.0,6.58,192.32,2026-03-04
REST1558-BLUSA ALONGADA ASSIMÉTRICA,11-4300-Marshmallow TC,M,1.0,119.9,119.9,0.0,0.0,119.9,2026-03-04
REST1587.1-BLUSA GOLA DEGAGÊ,19-1535-VINHO (Syrah TCX),P,1.0,99.9,99.9,0.0,0.0,99.9,2026-03-04
REST1587.2-CALÇA COM AMARRAÇÃO,19-1535-VINHO (Syrah TCX),P,1.0,139.9,139.9,0.0,0.0,139.9,2026-03-04
"REST1677-BRACELETE METAL 3011094 R$ 59,90",1-Padrão,Padrão,1.0,59.9,59.9,0.0,0.0,59.9,2026-03-04
REST3002S-BOLSA PRESENTE PAPEL CORES,1-Padrão,Padrão,1.0,5.9,5.9,0.0,2.87,3.03,2026-03-04
RIT2834-REGATA RECONDUÇÃO REST0043,17-6229-Medium Green TC,P,1.0,29.9,29.9,0.0,0.0,29.9,2026-03-04
REST0962.2-CALÇA RETA VISCOSE,18-0420-Four Leaf Clover TC,P,1.0,333.9,333.9,0.0,190.21,143.69,2026-03-05
REST0099.2-SAIA MIDI ANARUGA (REST0100),19-0000-Raven TC,G,1.0,109.9,109.9,0.0,15.91,93.99,2026-03-05
REST0317.1-TRENCH COAT (REST0317),17-1134-Brown Sugar TC,P,1.0,199.9,199.9,0.0,95.76,104.14,2026-03-05
REST0605.2-CALÇA C/ AMARRAÇÃO FRONTAL,17-0808-Taupe Gray TC,G,1.0,119.9,119.9,0.0,19.99,99.91,2026-03-05
REST0833-BLUSA DECOTE V COM AVIAMENTO,19-0000-Raven TC,G,1.0,79.9,79.9,0.0,17.75,62.15,2026-03-05
REST0840.1-CAMISA C/ BOLSOS,19-0000-Raven TC,G,1.0,169.9,169.9,0.0,62.38,107.52,2026-03-05
REST0882.1-REGATA MALHA COM AMARRAÇÃO,18-1631-Earth Red TC,GG,1.0,89.9,89.9,0.0,33.01,56.89,2026-03-05
REST0912.2-CALÇA RETA,19-0000-Raven TC,M,1.0,179.9,179.9,0.0,102.48,77.42,2026-03-05
REST0916-VESTIDO MANGA LONGA,19-0000-Raven TC,PP,1.0,189.9,189.9,0.0,46.94,142.96,2026-03-05
REST0916-VESTIDO MANGA LONGA,19-0000-Raven TC,P,1.0,189.9,189.9,0.0,90.97,98.93,2026-03-05
REST0921.1-CAMISA ALONGADA DE MALHA,18-0316-Bluish Olive TC,G,1.0,149.9,149.9,0.0,55.04,94.86,2026-03-05
REST0923-VESTIDO MIDI GOLA ALTA MALHA CANELADA,14-1208-Irish Cream,G,1.0,109.9,109.9,0.0,52.65,57.25,2026-03-05
